,Unnamed: 0,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,address,country_code
1199,1263,225,Domino's Pizza,1,Gurgaon,"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.08904759999999,28.494525300000006,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125,"1913, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",IND
1200,1264,18337929,Indigo Delicatessen,1,Gurgaon,"UGF/B/2C, Building 10B, DLF Cyber Hub, Gurgaon, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.0884181,28.4940166,"European, Continental",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,205,"10-B, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022, India",IND
1201,1265,5960,Escape Terrace Bar Kitchen,1,Gurgaon,"R-2, Level 2, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08221329999998,28.4671541,Finger Food,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,294,"SG-35, Amaltas Dr, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122001, India",IND
1202,1266,1664,Kwaliti,1,Gurgaon,"SF-71, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4672902,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,129,"Sf-57&58, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1203,1267,157,Subway,1,Gurgaon,"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08140390000001,28.4676142,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125,"Shop No. 710, Galleria Tower, DLF Galleria Rd, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1204,1268,18235155,Burger Point,1,Gurgaon,"SF-27, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4672524,"Burger, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,74,"Shop No. SG 14, Galleria Market, Near to Kotak Mahindra Bank, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1205,1269,310211,Chaat Chowk,1,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.4670558,Street Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,217,"31, DLF Galleria Rd, Galleria Market, Sector D, Complex, Gurugram, Haryana 122009, India",IND
1206,1270,3346,Chef Style,1,Gurgaon,"SF 89-81, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0817637,28.4673798,"North Indian, Mughlai",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,239,"SF - 79, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1207,1271,310854,Delhicacy,1,Gurgaon,"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4674317,"Street Food, Fast Food, North Indian",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,317,"SF-II,First Floor,DLF Galleria, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1208,1272,18247015,Dimsum & Co.,1,Gurgaon,"1st Floor, SF 90, Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0818119,28.467466100000006,Chinese,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,136,"62, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1209,1273,309387,Instapizza,1,Gurgaon,"SF-008, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.467504,"Pizza, Fast Food",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.6,Yellow,Good,426,"SG-9, Amaltas Dr, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1210,1274,7418,L'Opera,1,Gurgaon,"22, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08243809999998,28.4671309,"Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,196,"Shop No SF-027 Ist Floor, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1211,1275,1455,Lazeez Food,1,Gurgaon,"SF-124 & SG - 48, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.081314,28.467067600000004,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,173,"159, Galleria Market, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",IND
1212,1276,18241867,Le Marche Sugar & Spice Cafe,1,Gurgaon,"105, Ground Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08122409999999,28.467507300000005,"Cafe, Italian, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,52,"620,Galleria Tower, DLF Galleria Rd, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1213,1277,308889,The Breakfast Club,1,Gurgaon,"SF-35, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08194350000002,28.4671282,"Continental, North Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,189,"SF-64,First floor, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1214,1278,4620,Sugar & Spice - Le Marche,1,Gurgaon,"SG-84 & 85, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08122409999999,28.4671487,"Bakery, Fast Food",800,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,88,"159, Galleria Market, DLF Phase IV, Sector 27, Gurugram, Haryana 122009, India",IND
1215,1279,18322666,Crudo Juicery,1,Gurgaon,"SF-85, Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08194350000002,28.467486800000003,"Beverages, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,154,"62, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1216,1280,311718,Fork with Stick,1,Gurgaon,"SF-12, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0823032,28.4674317,Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,169,"SF-II,First Floor,DLF Galleria, DLF Galleria Rd, Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1217,1281,18255106,Uptown Fresh Beer Cafe,1,Gurgaon,"106, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08122409999999,28.467507300000005,"Finger Food, North Indian, Italian, European, Continental",2500,Indian Rupees(Rs.),No,No,No,No,4,4.1,Green,Very Good,230,"620,Galleria Tower, DLF Galleria Rd, DLF Phase IV, Sector 28, Gurugram, Haryana 122009, India",IND
1218,1282,4876,Barista,1,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09313545,28.47582155,Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,18,"25, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1219,1283,631,Cafe Coffee Day,1,Gurgaon,"Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09359512,28.47548941,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,27,"18, Golf Course Road, Phase 1, Indian Airlines Pilots Society, Sushant Lok Phase I, Sector 53, Gurugram, Haryana 122003, India",IND
1220,1284,226,Domino's Pizza,1,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09308315,28.47577587,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,30,"14, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1221,1285,8805,Italiano,1,Gurgaon,"7, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09323503,28.47573225,Italian,1500,Indian Rupees(Rs.),No,No,No,No,3,3.0,Orange,Average,49,"108, Street Number 57, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1222,1286,3540,McDonald's,1,Gurgaon,"314-315, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09302582,28.47586163,"Fast Food, Burger",500,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,30,"54, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122001, India",IND
1223,1287,311579,Parantha Gurus,1,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09312875,28.47574493,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27,"LG 33-39, Mega Mall, Golf Course Road, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1224,1288,303709,Pizza Hut Delivery,1,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09333964,28.47626303,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,29,"2, A Block, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1225,1289,18391156,Sibang Bakery,1,Gurgaon,"First Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09336612,28.47581065,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,"137, Golf Course Road, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1226,1290,301319,Sonya Bakery Cafe,1,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.093094,28.4759094,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,20,"54, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122001, India",IND
1227,1291,158,Subway,1,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09308684,28.47568922,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46,"217, Golf Course Road, A Block, DLF Phase 5, Sector 53, Gurugram, Haryana 122002, India",IND
1228,1292,1360,Viva Hyderabad,1,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09311534,28.4756627,"Biryani, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,69,"Shop No. 36A, DT Mega Mall, Golf Course Road, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1229,1293,310737,7 Barrel Brew Pub,1,Gurgaon,"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09335439,28.476192600000005,"North Indian, Continental, Chinese, Japanese, Italian, Thai",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,490,"216, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1230,1294,4762,Wai Yu Mun Ching,1,Gurgaon,"5, Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09319044,28.47567184,"Chinese, Thai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,112,"255, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1231,1295,311736,Baskin Robbins,1,Gurgaon,"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.0930171,28.4757632,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,"14, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1232,1296,311116,KFC,1,Gurgaon,"MS-44, Upper Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09351432,28.47650794,"American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,73,"469, Golf Course Road, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1233,1297,3483,Burmese Kitchen Plus,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1002873,28.4778552,"Burmese, Chinese, Thai",800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,65,"1589, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1234,1298,18308025,Drinks Come True,1,Gurgaon,"B-5/8, Near Qutab Plaza, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09938819999998,28.4693415,"Beverages, Juices",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,"B5/7, B-5 St, Block B, Sector 26A, Gurugram, Haryana 122002, India",IND
1235,1299,307272,Eat All Nite,1,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09358859999998,28.4726847,"North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,184,"A55-24, Street Number 55, Chakkarpur, Sector 28, Gurugram, Haryana 122002, India",IND
1236,1300,18025115,Frontier,1,Gurgaon,"D-89, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4660588,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,"D 144 ARJUN MARG SHOPPING MALL, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",IND
1237,1301,18454285,GenY Cuisines,1,Gurgaon,"A-55/2, Near DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09228470000002,28.4733215,"Chinese, Mexican, Fast Food, Continental",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,"A-55/11 DLF Phase 1 Behind DT Mega Mall, Chakkarpur, Sector 28, Gurugram, Haryana 122002, India",IND
1238,1302,1687,K Raga's,1,Gurgaon,"A-55/12, Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0923747,28.4733301,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5,"1, Block A, Chakkarpur, Sector 45, Gurugram, Haryana 122001, India",IND
1239,1303,308605,Kangri,1,Gurgaon,"A Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.07935278,28.46121389,Kashmiri,750,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,84,"H-143GF, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009, India",IND
1240,1304,18422652,Makhmali Kebabs,1,Gurgaon,"Arjun Marg Market, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0992983,28.4661053,Mughlai,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,10,"D-88, Shopping Mall, DLF Phase-I, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",IND
1241,1305,18131568,Masala Ville,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0984902,28.471636,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,15,"15, Ashoka Crescent Marg, Block A, Sector 26A, Gurugram, Haryana 122002, India",IND
1242,1306,18034048,Night Food Xprs,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09938819999998,28.4693415,"Chinese, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,12,"B5/7, B-5 St, Block B, Sector 26A, Gurugram, Haryana 122002, India",IND
1243,1307,18138457,Roti Boti,1,Gurgaon,"Pillar No. 12, Opposite Sikanderpur Rapid Metro Station,DLF Phase 1 Road",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09285600000003,28.481301,"North Indian, Mughlai, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,35,"A Block, Sikanderpur, A Block, DLF Phase 1, Sector 28, Gurugram, Haryana 122022, India",IND
1244,1308,313272,Sama Chicken Biryani,1,Gurgaon,"2020, Main Road, Near Union Bank, Saraswati Vihar, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0948286,28.48187686,"Biryani, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,"Sikanderpur Metro station (Opp. Pillar 19), Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1245,1309,9778,Subway,1,Gurgaon,"D-144, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4657898,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,54,"E-13, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",IND
1246,1310,312523,The Rolling Pin Bakery,1,Gurgaon,"C-9/9-D, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0983092,28.4679828,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10,"C - 9/9, C-9 St, Block C, Sector 26A, Gurugram, Haryana 122002, India",IND
1247,1311,18424575,Weird Time Food,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.074163,28.477689,"Continental, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,7,"Essel Towers, Indian Airlines Pilots Society, Sushant Lok Phase I, Sector 28, Gurugram, Haryana 122002, India",IND
1248,1312,18204463,Twigly,1,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0923421,28.4803156,"Continental, Italian, Pizza, Asian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.6,Dark Green,Excellent,395,"Faridabad - Gurgaon Rd, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1249,1313,307627,Asian Haus,1,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1003687,28.4778418,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,360,"1589, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1250,1314,301302,Beyond Breads,1,Gurgaon,"Behind DT Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09228470000002,28.4733215,"Bakery, Desserts",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,326,"A-55/11 DLF Phase 1 Behind DT Mega Mall, Chakkarpur, Sector 28, Gurugram, Haryana 122002, India",IND
1251,1315,312995,Biryani By Kilo,1,Gurgaon,"H-16/6, Ground Floor, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1002873,28.4780345,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,403,"7482, Viridh Ashram Marg, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1252,1316,308577,Captain Grub,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0997478,28.4660588,"American, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,447,"D 144 ARJUN MARG SHOPPING MALL, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",IND
1253,1317,313376,Pita Pit,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1002873,28.4778552,"Healthy Food, Salad",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,56,"1589, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1254,1318,312536,Rawleaf,1,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0957016,28.4694359,"Healthy Food, Salad",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,38,"1, Paschim Marg, Block B, Sector 26A, Gurugram, Haryana 122002, India",IND
1255,1319,310385,Sushi Haus,1,Gurgaon,"16/6, H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1003772,28.477863800000005,"Japanese, Sushi",1300,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,124,"1589, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1256,1320,18464003,Eggzellent,1,Gurgaon,"Plot H-16/6, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.10031841,28.47773187,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,1,"5261, Block H, DLF Phase 1, Sector 26, Gurugram, Haryana 122002, India",IND
1257,1321,18349915,High On Tea,1,Gurgaon,"3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09313076,28.47580623,"Cafe, Tea",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,"25, Golf Course Road, Saraswati Vihar, DLF Phase 1, Sector 28, Gurugram, Haryana 122002, India",IND
1258,1322,18299228,Sona Bridge Hotel,1,Gurgaon,"F-9/14, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.1,28.47,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"B-4/25, B-6 St, Block B, Sector 26A, Gurugram, Haryana 122002, India",IND
1259,1323,18034074,Yo! Dimsum,1,Gurgaon,"Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0988037,28.4661923,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"B-21, DLF Shopping Mall, Arjun Marg, Block E, DLF Phase 1, Sector 26A, Gurugram, Haryana 122022, India",IND
1260,1324,311080,Angrezee Choupal,1,Gurgaon,"N Block, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.0860801,28.4827659,"North Indian, Chinese, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,299,"15, Dakshin Marg, Heritage City, Sector 25, Gurugram, Haryana 122022, India",IND
1261,1325,18462603,Ashoka Snacks Corner,1,Gurgaon,"Opposite 15 Dakshin Marg, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.0860056,28.4828445,"Street Food, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"15, Dakshin Marg, Heritage City, Sector 25, Gurugram, Haryana 122022, India",IND
1262,1327,18472765,Corp Kitchen,1,Gurgaon,"J 10/7, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.08986362,28.48211622,"North Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,"J-7/14, J-7, Heritage City, Sector 25, Gurugram, Haryana 122002, India",IND
1263,1330,18361580,Pao King,1,Gurgaon,"K-13/3, DLF Phase 2, Gurgaon",DLF Phase 2,"DLF Phase 2, Gurgaon",77.08261440000003,28.4840963,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"2, Lane K No 13, DLF City, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",IND
